,,,,,Label
./OID/Dataset/train/8762d8f54029a477.jpg,400,242,556,328,Table
./OID/Dataset/train/87741f583100ab84.jpg,0,274,72,464,Table
./OID/Dataset/train/87741f583100ab84.jpg,12,484,863,682,Table
./OID/Dataset/train/87741f583100ab84.jpg,189,188,380,277,Table
./OID/Dataset/train/877e322a4a6ffe7e.jpg,0,602,360,984,Couch
./OID/Dataset/train/8789cbd4767a1baf.jpg,116,1,863,682,Bed
./OID/Dataset/train/879c37837359c165.jpg,0,547,399,768,Bed
./OID/Dataset/train/879c632faa11a3d8.jpg,207,195,933,670,Bed
./OID/Dataset/train/87a66f922fa38f75.jpg,0,85,410,621,Table
./OID/Dataset/train/87b269649eaba000.jpg,589,489,972,683,Table
./OID/Dataset/train/87ba23843a5477cb.jpg,262,321,767,720,Bed
./OID/Dataset/train/87c4a0460759d7cc.jpg,0,0,969,682,Bed
./OID/Dataset/train/87d6df93640b1add.jpg,0,473,82,618,Couch
./OID/Dataset/train/87d6df93640b1add.jpg,92,422,279,579,Couch
./OID/Dataset/train/87d6df93640b1add.jpg,264,399,388,509,Couch
./OID/Dataset/train/87d6df93640b1add.jpg,362,377,472,471,Couch
./OID/Dataset/train/87d6df93640b1add.jpg,433,367,516,446,Couch
./OID/Dataset/train/87d6df93640b1add.jpg,657,336,760,415,Couch
./OID/Dataset/train/87d6df93640b1add.jpg,703,250,718,270,Couch
./OID/Dataset/train/87d6df93640b1add.jpg,813,454,1004,664,Couch
./OID/Dataset/train/87d6df93640b1add.jpg,813,536,1023,682,Couch
./OID/Dataset/train/87d6df93640b1add.jpg,820,415,961,553,Couch
./OID/Dataset/train/87d6df93640b1add.jpg,822,386,941,481,Couch
./OID/Dataset/train/87d6df93640b1add.jpg,0,399,832,682,Table
./OID/Dataset/train/88069bfdaca9d1d9.jpg,151,426,878,757,Table
./OID/Dataset/train/88069bfdaca9d1d9.jpg,221,325,461,448,Table
./OID/Dataset/train/88196760c98ad30c.jpg,511,360,838,609,Bed
./OID/Dataset/train/88287a656efe82af.jpg,0,290,366,643,Table
./OID/Dataset/train/8833f70f30c63b12.jpg,546,372,1024,665,Couch
./OID/Dataset/train/883505dfde7db764.jpg,490,660,602,785,Table
./OID/Dataset/train/88382dddc141d782.jpg,380,349,644,529,Table
./OID/Dataset/train/884a318e3599f8ce.jpg,12,290,396,471,Couch
./OID/Dataset/train/884fff8a3f304e7b.jpg,705,608,1023,767,Couch
./OID/Dataset/train/88501c4faf987b16.jpg,0,397,682,1023,Couch
./OID/Dataset/train/8854bf09aa5eb259.jpg,0,115,892,688,Couch
./OID/Dataset/train/885c10ab9283ad85.jpg,224,417,907,749,Couch
./OID/Dataset/train/886ca62efcc6f42e.jpg,266,361,509,497,Couch
./OID/Dataset/train/886ca62efcc6f42e.jpg,282,345,457,389,Couch
./OID/Dataset/train/886ca62efcc6f42e.jpg,507,345,620,409,Couch
./OID/Dataset/train/886ca62efcc6f42e.jpg,653,368,874,445,Couch
./OID/Dataset/train/88721d546068a551.jpg,0,529,67,552,Table
./OID/Dataset/train/88721d546068a551.jpg,0,547,84,652,Table
./OID/Dataset/train/88721d546068a551.jpg,251,507,322,553,Table
./OID/Dataset/train/88721d546068a551.jpg,356,495,407,519,Table
./OID/Dataset/train/88721d546068a551.jpg,396,536,525,601,Table
./OID/Dataset/train/88721d546068a551.jpg,488,502,605,547,Table
./OID/Dataset/train/88721d546068a551.jpg,820,515,943,675,Table
./OID/Dataset/train/8878dad885fea538.jpg,0,331,1023,682,Bed
./OID/Dataset/train/8878dad885fea538.jpg,95,267,834,559,Bed
./OID/Dataset/train/887e80c48e2686fa.jpg,0,246,1023,554,Couch
./OID/Dataset/train/88801342b8845ffe.jpg,125,149,1024,680,Couch
./OID/Dataset/train/888d26b285a412ec.jpg,81,313,972,683,Couch
./OID/Dataset/train/88aa82f8c8126c2f.jpg,408,227,1023,682,Couch
./OID/Dataset/train/88aa82f8c8126c2f.jpg,499,163,832,382,Couch
./OID/Dataset/train/88ab06c947a0bc22.jpg,81,408,639,563,Table
./OID/Dataset/train/88ab06c947a0bc22.jpg,874,404,1023,509,Table
./OID/Dataset/train/88ae2184e67e9655.jpg,56,70,1012,715,Table
./OID/Dataset/train/88ae2184e67e9655.jpg,684,0,1023,82,Table
./OID/Dataset/train/88b4d430580f9f18.jpg,191,469,472,638,Couch
./OID/Dataset/train/88b61253ed6b4819.jpg,580,300,852,516,Couch
./OID/Dataset/train/88c42731a1c61d59.jpg,0,0,1024,657,Bed
./OID/Dataset/train/88f0029ceec8c8ba.jpg,765,449,895,568,Table
./OID/Dataset/train/88f586773d8693a3.jpg,0,445,139,895,Couch
./OID/Dataset/train/8902de23ca6899a1.jpg,552,515,1007,765,Table
./OID/Dataset/train/8905cdc411aa6776.jpg,0,145,1010,759,Couch
./OID/Dataset/train/890dfcc7ada06078.jpg,86,389,627,686,Couch
./OID/Dataset/train/891b5fe999861cd1.jpg,0,469,78,572,Table
./OID/Dataset/train/8940613f5d958eec.jpg,0,48,1024,643,Couch
./OID/Dataset/train/894d14a158f47e74.jpg,136,160,1016,521,Bed
./OID/Dataset/train/894d14a158f47e74.jpg,277,46,661,199,Bed
./OID/Dataset/train/895315498f5e055a.jpg,277,513,730,766,Table
./OID/Dataset/train/895e8ea0b0f837c2.jpg,0,285,1023,402,Bed
./OID/Dataset/train/895e8ea0b0f837c2.jpg,0,513,1023,688,Bed
./OID/Dataset/train/895e8ea0b0f837c2.jpg,138,251,979,336,Bed
./OID/Dataset/train/895e8ea0b0f837c2.jpg,729,180,1023,308,Bed
./OID/Dataset/train/89756b75e3436375.jpg,308,438,659,589,Table
./OID/Dataset/train/899fa63a70d3f982.jpg,33,497,548,1024,Bed
./OID/Dataset/train/89a990bf53d45819.jpg,0,524,182,682,Table
./OID/Dataset/train/89a990bf53d45819.jpg,81,419,222,453,Table
./OID/Dataset/train/89a990bf53d45819.jpg,547,490,954,682,Table
./OID/Dataset/train/89a990bf53d45819.jpg,556,381,604,439,Table
./OID/Dataset/train/89a9af2d5ac97f73.jpg,140,394,996,753,Bed
./OID/Dataset/train/89a9af2d5ac97f73.jpg,152,0,1004,591,Bed
./OID/Dataset/train/89c19650dda2d83f.jpg,0,0,1022,1022,Couch
./OID/Dataset/train/89cbca9147936c2a.jpg,146,420,289,678,Table
./OID/Dataset/train/89cbca9147936c2a.jpg,273,399,447,449,Table
./OID/Dataset/train/89d6031724120628.jpg,0,96,296,480,Couch
./OID/Dataset/train/89d6031724120628.jpg,604,89,1023,448,Couch
./OID/Dataset/train/89ebcbedd53b8e9b.jpg,215,227,603,548,Bed
./OID/Dataset/train/89ef8bb508c9e15e.jpg,0,582,198,644,Table
./OID/Dataset/train/89ef8bb508c9e15e.jpg,385,618,841,762,Table
./OID/Dataset/train/89ef8bb508c9e15e.jpg,700,521,874,684,Table
./OID/Dataset/train/8a01ae3967de0778.jpg,0,133,279,502,Couch
./OID/Dataset/train/8a2127803d23ceb0.jpg,0,452,622,630,Bed
./OID/Dataset/train/8a3774de3d2a92ca.jpg,92,392,739,683,Table
./OID/Dataset/train/8a3774de3d2a92ca.jpg,0,134,205,440,Table
./OID/Dataset/train/8a3774de3d2a92ca.jpg,114,125,417,211,Table
./OID/Dataset/train/8a3774de3d2a92ca.jpg,624,115,944,204,Table
./OID/Dataset/train/8a3774de3d2a92ca.jpg,839,121,1023,414,Table
./OID/Dataset/train/8a42986e3141b0cb.jpg,0,215,824,682,Bed
./OID/Dataset/train/8a45e0b1d0350e5b.jpg,79,362,806,682,Bed
./OID/Dataset/train/8a5c83fcafccc79f.jpg,478,519,677,734,Table
./OID/Dataset/train/8a5c92ba0a2b978c.jpg,171,246,991,682,Couch
./OID/Dataset/train/8a5cad6ecaa4341a.jpg,16,296,737,679,Table
./OID/Dataset/train/8a5f6b387ca37f96.jpg,8,72,1007,767,Bed
./OID/Dataset/train/8a69d33027ed9f68.jpg,0,404,888,743,Couch
./OID/Dataset/train/8a8135cb7f71e822.jpg,0,147,671,958,Couch
./OID/Dataset/train/8aa081d415a497de.jpg,88,586,702,1023,Bed
./OID/Dataset/train/8aa12610436b4806.jpg,45,485,364,655,Couch
./OID/Dataset/train/8aa5ba38c8d9d955.jpg,0,33,1023,763,Bed
./OID/Dataset/train/8aae0521ee03c5d2.jpg,54,176,1024,543,Table
./OID/Dataset/train/8acbd385fbf8e92a.jpg,0,462,1023,682,Table
./OID/Dataset/train/8adfdcf7d0a0d0f0.jpg,0,47,1023,681,Bed
./OID/Dataset/train/8af83d605b24a0a5.jpg,60,27,658,988,Bed
./OID/Dataset/train/8b025bf049c7ee0b.jpg,0,364,477,575,Table
./OID/Dataset/train/8b025bf049c7ee0b.jpg,438,272,683,485,Table
./OID/Dataset/train/8b025bf049c7ee0b.jpg,626,364,1023,575,Table
./OID/Dataset/train/8b07362e18e29cd2.jpg,0,298,951,679,Table
./OID/Dataset/train/8b100078c3c84aa8.jpg,382,372,1023,680,Couch
./OID/Dataset/train/8b289867cb76d2ef.jpg,508,326,664,442,Couch
./OID/Dataset/train/8b48402f64d402ab.jpg,0,220,676,1023,Bed
./OID/Dataset/train/8b4f43e6986796f8.jpg,19,229,247,615,Bed
./OID/Dataset/train/8b4f43e6986796f8.jpg,356,58,1023,487,Bed
./OID/Dataset/train/8b4f43e6986796f8.jpg,493,365,1023,681,Bed
./OID/Dataset/train/8b62c4d824d4290f.jpg,0,218,1023,767,Bed
./OID/Dataset/train/8b669646630ca301.jpg,9,321,1015,675,Bed
./OID/Dataset/train/8b9ae3e5e3694113.jpg,0,218,375,528,Bed
./OID/Dataset/train/8bb012223761f3a0.jpg,51,391,682,764,Couch
./OID/Dataset/train/8bb086ed6a3cde69.jpg,939,536,1023,712,Table
./OID/Dataset/train/8bc2baf7e7891d6a.jpg,86,222,1024,680,Couch
./OID/Dataset/train/8bc553d901e476e8.jpg,9,526,687,1024,Table
./OID/Dataset/train/8bc6a61473bb76f4.jpg,0,244,418,767,Couch
./OID/Dataset/train/8bcc6ec022cf9ad6.jpg,723,415,950,557,Couch
./OID/Dataset/train/8bd2499a36f0724e.jpg,362,336,1023,767,Bed
./OID/Dataset/train/8bd2499a36f0724e.jpg,453,381,588,468,Couch
./OID/Dataset/train/8bd2499a36f0724e.jpg,1,439,237,756,Table
./OID/Dataset/train/8bd2499a36f0724e.jpg,379,422,438,478,Table
./OID/Dataset/train/8bd2499a36f0724e.jpg,603,429,659,451,Table
./OID/Dataset/train/8bd2499a36f0724e.jpg,974,545,1021,739,Table
./OID/Dataset/train/8be4393b10fd84db.jpg,202,397,829,767,Couch
./OID/Dataset/train/8be7a12744b6651b.jpg,5,104,1000,768,Couch
./OID/Dataset/train/8befad26487efdbe.jpg,0,0,1023,684,Bed
./OID/Dataset/train/8c056435a53b6c77.jpg,54,413,995,767,Table
./OID/Dataset/train/8c056435a53b6c77.jpg,0,326,207,347,Table
./OID/Dataset/train/8c056435a53b6c77.jpg,539,338,856,442,Table
./OID/Dataset/train/8c1905baaa284cef.jpg,770,285,1005,597,Couch
./OID/Dataset/train/8c1905baaa284cef.jpg,255,541,960,677,Table
./OID/Dataset/train/8c1905baaa284cef.jpg,365,278,429,383,Table
./OID/Dataset/train/8c1905baaa284cef.jpg,750,315,859,403,Table
./OID/Dataset/train/8c29f08f5a29d4fe.jpg,519,388,869,626,Couch
./OID/Dataset/train/8c3183b0baf681a0.jpg,537,434,712,533,Table
./OID/Dataset/train/8c364e23c1be3984.jpg,263,388,389,486,Table
./OID/Dataset/train/8c4139b1fe49140c.jpg,173,325,712,622,Bed
./OID/Dataset/train/8c5301f27d78d641.jpg,0,278,1022,783,Couch
./OID/Dataset/train/8c6a896637c1a6b9.jpg,0,584,556,680,Table
./OID/Dataset/train/8c6a896637c1a6b9.jpg,260,508,922,680,Table
./OID/Dataset/train/8c6a896637c1a6b9.jpg,996,538,1023,587,Table
./OID/Dataset/train/8c6f61f2e69c9a16.jpg,229,428,1023,639,Table
./OID/Dataset/train/8c7589df7fadbf3d.jpg,0,340,851,767,Bed
./OID/Dataset/train/8c77b0a420682ead.jpg,316,599,858,767,Table
./OID/Dataset/train/8c83f2263b335743.jpg,487,491,820,675,Couch
./OID/Dataset/train/8c83f2263b335743.jpg,171,347,518,583,Couch
./OID/Dataset/train/8c84d20711f6f026.jpg,18,47,691,685,Bed
./OID/Dataset/train/8c84d20711f6f026.jpg,691,18,1023,684,Bed
./OID/Dataset/train/8c87e2c097c2378a.jpg,6,757,286,1024,Bed
./OID/Dataset/train/8cb1327197de0429.jpg,593,127,1024,735,Bed
./OID/Dataset/train/8ccc73fd3d04a899.jpg,0,0,294,630,Couch
./OID/Dataset/train/8d008d4dd2f673ae.jpg,0,0,1000,768,Couch
./OID/Dataset/train/8d048565cd27b29c.jpg,0,103,1024,642,Couch
./OID/Dataset/train/8d1171744f0ca3e5.jpg,163,436,234,505,Table
./OID/Dataset/train/8d1171744f0ca3e5.jpg,198,474,287,548,Table
./OID/Dataset/train/8d1171744f0ca3e5.jpg,262,531,324,632,Table
./OID/Dataset/train/8d1171744f0ca3e5.jpg,380,415,897,683,Table
./OID/Dataset/train/8d1171744f0ca3e5.jpg,506,398,554,429,Table
./OID/Dataset/train/8d1171744f0ca3e5.jpg,596,412,656,455,Table
./OID/Dataset/train/8d1171744f0ca3e5.jpg,717,435,779,482,Table
./OID/Dataset/train/8d1171744f0ca3e5.jpg,890,468,991,539,Table
./OID/Dataset/train/8d175fad7de557d7.jpg,645,265,1014,666,Bed
./OID/Dataset/train/8d2a103a9fe371af.jpg,27,461,1023,682,Table
./OID/Dataset/train/8d4257fd51f000d0.jpg,0,80,748,1024,Bed
./OID/Dataset/train/8d5c0df762625d17.jpg,391,368,618,652,Table
./OID/Dataset/train/8dbe14c8eee25f10.jpg,469,225,546,293,Table
./OID/Dataset/train/8dc91368e41aaba3.jpg,0,381,175,530,Table
./OID/Dataset/train/8dc91368e41aaba3.jpg,0,499,1018,677,Table
./OID/Dataset/train/8dc91368e41aaba3.jpg,173,360,458,498,Table
./OID/Dataset/train/8de135b40788ffab.jpg,718,272,927,473,Bed
./OID/Dataset/train/8de135b40788ffab.jpg,383,349,771,537,Table
./OID/Dataset/train/8de1b0c6d1557cd9.jpg,667,493,1023,767,Couch
./OID/Dataset/train/8de3ef15e5a3bd61.jpg,0,296,960,681,Table
./OID/Dataset/train/8e22c300c263c6a0.jpg,0,280,1018,681,Bed
./OID/Dataset/train/8e2e94258fceafd6.jpg,88,173,1011,757,Couch
./OID/Dataset/train/8e38c5be2bf5dfb7.jpg,193,631,764,1023,Bed
./OID/Dataset/train/8e48adfdcc07aaec.jpg,0,370,1023,682,Couch
./OID/Dataset/train/8e56aa5d3992e542.jpg,1,392,664,758,Bed
./OID/Dataset/train/8e5afc37d3f280f7.jpg,0,516,204,682,Table
./OID/Dataset/train/8e5afc37d3f280f7.jpg,337,441,775,659,Table
./OID/Dataset/train/8e6ae0dcc5ec265b.jpg,283,55,1023,575,Bed
./OID/Dataset/train/8e7ceb7fa050e419.jpg,0,280,1024,753,Couch
./OID/Dataset/train/8ebbf70e983f2faa.jpg,0,478,598,685,Bed
./OID/Dataset/train/8ec04d4dbeecc46f.jpg,589,342,886,593,Table
./OID/Dataset/train/8ec2fcd061719925.jpg,92,484,1023,682,Table
./OID/Dataset/train/8edad4fb880dafc3.jpg,702,389,1024,555,Table
./OID/Dataset/train/8edad4fb880dafc3.jpg,1,425,1023,682,Table
./OID/Dataset/train/8edcfb99d18c6584.jpg,291,602,524,678,Table
./OID/Dataset/train/8edcfb99d18c6584.jpg,355,655,1009,767,Table
./OID/Dataset/train/8ee1d923f6939ebc.jpg,209,534,722,694,Table
./OID/Dataset/train/8ee58763bbff3f52.jpg,0,329,1023,682,Bed
./OID/Dataset/train/8ef17e814d1ed797.jpg,343,315,982,644,Table
./OID/Dataset/train/8ef17e814d1ed797.jpg,94,152,602,361,Table
./OID/Dataset/train/8ef17e814d1ed797.jpg,820,99,881,200,Table
./OID/Dataset/train/8efec77a2fb50bbc.jpg,164,122,1024,526,Couch
./OID/Dataset/train/8f03ea7e136d9b6d.jpg,0,374,440,600,Bed
./OID/Dataset/train/8f03ea7e136d9b6d.jpg,0,450,949,680,Bed
./OID/Dataset/train/8f081829a15a1fd6.jpg,250,316,665,556,Bed
./OID/Dataset/train/8f3870a29782cdbd.jpg,173,91,1024,703,Couch
./OID/Dataset/train/8f42f1a3c44c02ed.jpg,387,566,1023,657,Couch
./OID/Dataset/train/8f4838b381a71411.jpg,835,476,1024,673,Couch
./OID/Dataset/train/8f51b2252edc0ea3.jpg,0,0,737,1023,Bed
./OID/Dataset/train/8f51d007f9997c66.jpg,69,360,659,527,Bed
./OID/Dataset/train/8f5b563bac09c0d4.jpg,0,255,1023,679,Bed
./OID/Dataset/train/8f779f4c1809c357.jpg,131,321,900,722,Couch
./OID/Dataset/train/8fa3c2fac1a54977.jpg,239,396,709,676,Table
./OID/Dataset/train/8fa3c2fac1a54977.jpg,0,605,506,682,Table
./OID/Dataset/train/8fab9922890d02b5.jpg,47,140,957,623,Couch
./OID/Dataset/train/8fbb932e00e74ea0.jpg,537,286,824,539,Couch
./OID/Dataset/train/8fbb932e00e74ea0.jpg,0,323,356,682,Couch
./OID/Dataset/train/8fc77f9d3e8e942c.jpg,577,0,1023,427,Bed
./OID/Dataset/train/8fd4a85db63db48e.jpg,31,445,347,755,Couch
./OID/Dataset/train/8fdc17686edf64a7.jpg,0,467,181,536,Bed
./OID/Dataset/train/8fdc17686edf64a7.jpg,227,436,309,467,Bed
./OID/Dataset/train/8fe1735fdf842216.jpg,160,367,700,579,Couch
./OID/Dataset/train/8fe1735fdf842216.jpg,701,350,1023,682,Couch
./OID/Dataset/train/8ff345960c0faf1c.jpg,0,100,1023,767,Bed
./OID/Dataset/train/8ff83cd6d88b49bc.jpg,30,633,170,767,Table
./OID/Dataset/train/8ff83cd6d88b49bc.jpg,359,597,488,766,Table
./OID/Dataset/train/8ff83cd6d88b49bc.jpg,843,561,964,699,Table
./OID/Dataset/train/8ffdff87a715da6e.jpg,339,403,552,627,Couch
./OID/Dataset/train/8ffdff87a715da6e.jpg,0,547,688,767,Couch
./OID/Dataset/train/90121d6d8a109264.jpg,646,342,1023,562,Table
./OID/Dataset/train/90214d8660f506e8.jpg,19,450,771,672,Table
./OID/Dataset/train/903edc45736e09ac.jpg,0,367,660,500,Table
./OID/Dataset/train/903edc45736e09ac.jpg,255,413,493,694,Table
./OID/Dataset/train/904269ee5252e7f1.jpg,201,203,998,669,Bed
./OID/Dataset/train/906063a49b88db42.jpg,58,504,364,696,Table
./OID/Dataset/train/906063a49b88db42.jpg,0,653,196,767,Table
./OID/Dataset/train/906063a49b88db42.jpg,280,415,506,555,Table
./OID/Dataset/train/906063a49b88db42.jpg,509,410,978,497,Table
./OID/Dataset/train/906063a49b88db42.jpg,789,462,1016,767,Table
./OID/Dataset/train/906063a49b88db42.jpg,974,456,1023,548,Table
./OID/Dataset/train/9070c0896721b400.jpg,0,115,850,998,Couch
./OID/Dataset/train/90746f086133ecbd.jpg,258,224,459,314,Table
./OID/Dataset/train/90746f086133ecbd.jpg,516,168,564,340,Table
./OID/Dataset/train/907876925d1ccea5.jpg,0,91,1023,767,Bed
./OID/Dataset/train/90806380f749662e.jpg,78,140,728,570,Bed
./OID/Dataset/train/908f6fe929912175.jpg,130,152,324,556,Bed
./OID/Dataset/train/908f6fe929912175.jpg,477,45,938,679,Bed
./OID/Dataset/train/9090e0cd95d86570.jpg,0,710,670,1023,Bed
./OID/Dataset/train/909ec83ccfb02b09.jpg,755,394,1022,551,Bed
./OID/Dataset/train/90a1122a6682dbe3.jpg,0,133,994,1023,Couch
./OID/Dataset/train/90a28f796da010b4.jpg,100,348,680,660,Bed
./OID/Dataset/train/90d1d3c127aea65c.jpg,140,414,525,678,Table
./OID/Dataset/train/90e81fcda857b6b3.jpg,0,411,924,678,Table
./OID/Dataset/train/910042f0967e8f62.jpg,532,204,1013,483,Bed
./OID/Dataset/train/910042f0967e8f62.jpg,578,307,1023,689,Bed
./OID/Dataset/train/911e53c3551b69b6.jpg,0,541,712,766,Bed
./OID/Dataset/train/911e53c3551b69b6.jpg,341,365,898,664,Bed
./OID/Dataset/train/91525f6ec870ff6d.jpg,517,182,1018,579,Bed
./OID/Dataset/train/91525f6ec870ff6d.jpg,83,186,596,584,Bed
./OID/Dataset/train/915f5eb09939a8c9.jpg,678,462,1023,767,Table
./OID/Dataset/train/9163b00f70655242.jpg,63,182,920,554,Couch
./OID/Dataset/train/9169516e131e756d.jpg,236,664,554,1023,Bed
./OID/Dataset/train/9169516e131e756d.jpg,344,567,567,679,Bed
./OID/Dataset/train/9177e12f52416be5.jpg,0,400,1021,682,Table
./OID/Dataset/train/917944695f15b138.jpg,0,409,684,678,Bed
./OID/Dataset/train/917e9ab4f9fb176b.jpg,0,265,112,469,Table
./OID/Dataset/train/917e9ab4f9fb176b.jpg,209,328,767,570,Table
./OID/Dataset/train/9182fb7a3b281825.jpg,785,142,1024,362,Couch
./OID/Dataset/train/918efd09cda4ddc0.jpg,40,158,977,757,Couch
./OID/Dataset/train/919839c7ae2939a3.jpg,0,508,964,767,Couch
./OID/Dataset/train/919f936785fc010c.jpg,10,471,476,679,Bed
./OID/Dataset/train/91af637b2457ffed.jpg,99,352,942,673,Bed
./OID/Dataset/train/91be795c7677d57e.jpg,24,111,800,691,Couch
./OID/Dataset/train/91bf748ab4455715.jpg,129,386,750,706,Bed
./OID/Dataset/train/91c11b7e4c8aa093.jpg,38,322,1024,704,Table
./OID/Dataset/train/91e37b3ad7918bf5.jpg,451,365,958,618,Bed
./OID/Dataset/train/91e37b3ad7918bf5.jpg,0,423,288,706,Bed
./OID/Dataset/train/91fcf3dbaceeb1aa.jpg,671,449,1024,768,Couch
./OID/Dataset/train/91fcf3dbaceeb1aa.jpg,0,493,348,763,Couch
./OID/Dataset/train/92086161a4fac8be.jpg,0,21,975,674,Bed
./OID/Dataset/train/92269e70e555a2e9.jpg,661,722,982,995,Couch
./OID/Dataset/train/9229c86b0c8d45bb.jpg,418,442,1023,767,Couch
./OID/Dataset/train/9230e9383bf7c364.jpg,0,744,767,1023,Table
./OID/Dataset/train/924721010e5e9d97.jpg,514,440,764,564,Table
./OID/Dataset/train/924af2a28d154257.jpg,0,311,734,768,Bed
./OID/Dataset/train/9279641dd0d4a9c2.jpg,536,456,1012,662,Table
./OID/Dataset/train/9279641dd0d4a9c2.jpg,0,490,552,682,Table
./OID/Dataset/train/9285c93d4064defc.jpg,0,297,987,767,Table
./OID/Dataset/train/92876f5b9215c97c.jpg,0,195,662,937,Bed
./OID/Dataset/train/92959f3c9c38afd9.jpg,1,216,866,642,Couch
./OID/Dataset/train/929b89ea5f4d4076.jpg,737,466,1015,604,Table
./OID/Dataset/train/929b89ea5f4d4076.jpg,43,299,132,414,Table
./OID/Dataset/train/929b89ea5f4d4076.jpg,60,336,190,488,Table
./OID/Dataset/train/929b89ea5f4d4076.jpg,115,279,165,318,Table
./OID/Dataset/train/929b89ea5f4d4076.jpg,177,338,229,411,Table
./OID/Dataset/train/929b89ea5f4d4076.jpg,196,272,236,311,Table
./OID/Dataset/train/929b89ea5f4d4076.jpg,232,329,299,370,Table
./OID/Dataset/train/929b89ea5f4d4076.jpg,264,324,337,360,Table
./OID/Dataset/train/929b89ea5f4d4076.jpg,349,320,408,368,Table
./OID/Dataset/train/929b89ea5f4d4076.jpg,454,338,585,399,Table
./OID/Dataset/train/929b89ea5f4d4076.jpg,619,268,1023,383,Table
./OID/Dataset/train/929b89ea5f4d4076.jpg,650,383,821,456,Table
./OID/Dataset/train/92aec876c0e2e950.jpg,0,158,1023,558,Couch
./OID/Dataset/train/92aec876c0e2e950.jpg,76,375,1023,603,Couch
./OID/Dataset/train/92c7223871c283c9.jpg,12,241,643,681,Bed
./OID/Dataset/train/92ca777724cdd0e2.jpg,132,186,234,306,Table
./OID/Dataset/train/92ca777724cdd0e2.jpg,269,423,813,767,Table
./OID/Dataset/train/92ca777724cdd0e2.jpg,314,151,449,256,Table
./OID/Dataset/train/92ca777724cdd0e2.jpg,436,166,591,245,Table
./OID/Dataset/train/92ca777724cdd0e2.jpg,486,193,654,317,Table
./OID/Dataset/train/92ca777724cdd0e2.jpg,519,243,700,437,Table
./OID/Dataset/train/92cd92fddb3cbbac.jpg,589,409,777,541,Couch
./OID/Dataset/train/92cd92fddb3cbbac.jpg,424,388,615,472,Couch
./OID/Dataset/train/92e8b857ae598a53.jpg,228,248,904,728,Couch
./OID/Dataset/train/92ec41d8507a0e96.jpg,435,358,1023,682,Couch
./OID/Dataset/train/92f5802872c56cdf.jpg,0,416,1023,818,Couch
./OID/Dataset/train/9304394800dcc4af.jpg,81,411,432,749,Table
./OID/Dataset/train/93075cc31a844e0e.jpg,108,305,737,1024,Couch
./OID/Dataset/train/9317e0a5bdbb6298.jpg,0,54,1024,683,Table
./OID/Dataset/train/931e04e7aa6bfe11.jpg,520,292,764,557,Couch
./OID/Dataset/train/931f3ef71737c36e.jpg,4,141,708,758,Bed
./OID/Dataset/train/9320a9dcbe6e6a2b.jpg,52,102,453,455,Couch
./OID/Dataset/train/9326b88ebd87b43e.jpg,707,459,854,621,Table
./OID/Dataset/train/933bdce91c4d710f.jpg,0,577,547,743,Table
./OID/Dataset/train/933bdce91c4d710f.jpg,103,635,386,767,Table
./OID/Dataset/train/933bdce91c4d710f.jpg,304,636,504,743,Table
./OID/Dataset/train/933bdce91c4d710f.jpg,385,619,1006,765,Table
./OID/Dataset/train/933bdce91c4d710f.jpg,457,612,636,717,Table
./OID/Dataset/train/933bdce91c4d710f.jpg,564,586,740,692,Table
./OID/Dataset/train/93421c50ae094a0d.jpg,2,655,1023,877,Table
./OID/Dataset/train/93532f4ca5732ad7.jpg,0,186,1022,1022,Couch
./OID/Dataset/train/9373597699609a51.jpg,0,366,951,684,Bed
./OID/Dataset/train/937f4cbcbeda55fb.jpg,0,195,415,612,Couch
./OID/Dataset/train/9388210c0767c257.jpg,299,252,965,765,Bed
./OID/Dataset/train/938ea8774f6feba7.jpg,91,138,954,1000,Couch
./OID/Dataset/train/93947c05bf37c0d6.jpg,454,355,980,630,Couch
./OID/Dataset/train/93947c05bf37c0d6.jpg,242,326,415,479,Couch
./OID/Dataset/train/93aa42d139604a94.jpg,0,702,567,1022,Table
./OID/Dataset/train/93bc9b3d573a33fb.jpg,362,351,1005,681,Table
./OID/Dataset/train/940d5f0500d158db.jpg,0,33,1024,613,Bed
./OID/Dataset/train/9416d8a8f4c7e815.jpg,438,363,872,662,Table
./OID/Dataset/train/94380e4066e32078.jpg,560,302,904,685,Bed
./OID/Dataset/train/9481934c8540a2ef.jpg,39,715,879,1002,Table
./OID/Dataset/train/9481934c8540a2ef.jpg,33,648,424,847,Table
./OID/Dataset/train/949ad5c003a02534.jpg,0,252,565,767,Couch
./OID/Dataset/train/949ad5c003a02534.jpg,858,255,1001,383,Couch
./OID/Dataset/train/949dfc54c144a17f.jpg,310,455,678,638,Table
./OID/Dataset/train/949dfc54c144a17f.jpg,786,474,1023,567,Table
./OID/Dataset/train/94a28a91606fca82.jpg,201,324,693,554,Bed
./OID/Dataset/train/94ae9290b79a6402.jpg,50,292,788,818,Couch
./OID/Dataset/train/94bb345f07324b5e.jpg,0,358,1023,611,Bed
./OID/Dataset/train/94f850598ccff716.jpg,100,6,1024,768,Bed
./OID/Dataset/train/9505505b71dee080.jpg,68,331,673,768,Bed
./OID/Dataset/train/9505c492acb8eda5.jpg,159,306,765,682,Bed
./OID/Dataset/train/95182c968f1dd34d.jpg,54,248,872,710,Bed
./OID/Dataset/train/951864f2693222d5.jpg,146,281,918,767,Bed
